original_name,company_name
First Mid Bancshares Inc,first mid bancshares
First Midwest Bancorp Inc,first midwest bancorp
Farmers & Merchants Bank/CA,farmers merchants bankca
FMC Corp.,fmc
Financial Models Co Inc,financial models
Federal Home Loan Mortgage Corp,federal home loan mortgage
FM Compounders Equity ETF,fm compounders equity
First & Merchants,first merchants
Forum Merger II Corp,forum merger ii
Forum Merger Corporation Unit,forum merger unit
Focus Media Holding Ltd,focus media
FMS Financial Corp,fms financial
Farmers & Mechanics Bank,farmers mechanics bank
FM Focus Equity ETF,fm focus equity
Foran Mining Corp,foran mining
First Marblehead Corp (The),first marblehead
Futuremed Healthcare Products Corp,futuremed healthcare products
Futuremedia PLC,futuremedia
First Medical Devices Corp,first medical devices
F&M Distributors Inc,fm distributors
Fidelity Enhanced Mid Cap ETF,fidelity enhanced mid cap
Spinnaker ETF Series - Fieldstone Merlin Dynamic Large Cap Growth ETF,spinnaker series fieldstone merlin dynamic large cap growth
Forest & Marine Investments Ltd,forest marine investments
Fidelity Disruptive Medicine ETF,fidelity disruptive medicine
Foster Medical Corp,foster medical
Farmers Edge Inc,farmers edge
FirstMerit Corp,firstmerit
Fidelity Metaverse ETF,fidelity metaverse
First Trust Managed Futures Strategy Fund,first trust managed futures strategy
Fairmont Foods Co,fairmont foods
First Montauk Financial Corp,first montauk financial
Fah Mai Holdings Group Inc,fah mai
First Trust Exchange-Traded Fund III - First Trust Municipal High Income ETF,first trust exchangetraded iii first trust municipal high income
Farmhouse Inc,farmhouse
Foundation Medicine Inc,foundation medicine
Franklin Multi-Income Trust,franklin multiincome trust
Fed-Mart Corp,fedmart
First Miami Bancorp Inc,first miami bancorp
FMI Financial Corp,fmi financial
Formigli Corp,formigli
First Trust Mega Cap Alphadex Fund,first trust mega cap alphadex
FreeMarkets Inc,freemarkets
Feldman Mall Properties Inc -Old,feldman mall properties old
Family Bancorp,family bancorp
Family Entertainment Centers,family entertainment centers
Focus Morningstar Mid Cap Index ETF,focus morningstar mid cap index
First Maritime Mining Corp Ltd,first maritime mining
Federal-Mogul Motorparts Corp,federalmogul motorparts
Federated Hermes Premier Municipal Income Fund,federated hermes premier municipal income
Farmers National Banc Corp/OH,farmers national banc oh
Franklin Mining Inc,franklin mining
First Trust New York Municipal High Income ETF,first trust new york municipal high income
Fiduciary/Claymore Energy Infrastructure Fund,fiduciaryclaymore energy infrastructure
Foremost Income Fund,foremost income
Freeport-McMoRan Oil & Gas Inc,freeportmcmoran oil gas
First Mortgage Corp,first mortgage
Freeport McMoran Oil & Gas Co,freeport mcmoran oil gas
FMQQ The Next Frontier Internet ETF,fmqq the next frontier internet
First Mercury Financial Corp,first mercury financial
Familymeds Group Inc,familymeds
FemRx Inc,femrx
Fresenius Medical Care AG,fresenius medical care
First Marathon Inc,first marathon
Fairmount Santrol Holdings Inc,fairmount santrol
First Mutual Bancshares Inc,first mutual bancshares
Foremost Clean Energy Ltd,foremost clean energy
Finishmaster Inc,finishmaster
Fairmount Chemical Co Inc,fairmount chemical
FMI Holdings Ltd,fmi
Femto Technologies Inc,femto technologies
Forma Therapeutics Holdings Inc,forma therapeutics
Focus Morningstar US Market Index ETF,focus morningstar us market index
FaithShares Methodist Values Fund,faithshares methodist values
Fomento Economico Mexican SAB de CV,fomento economico mexican sab de cv
Foamex International Inc,foamex international
Amilot Capital Inc,amilot capital
First Trust Mortgage Income Fund,first trust mortgage income
Meyer (Fred) Inc,meyer
Family Room Entertainment Corp,family room entertainment
Fabrinet,fabrinet
St Louis-San Francisco Railway,st louissan francisco railway
Franco-Nevada Mining Corp,franconevada mining
Paragon 28 Inc,paragon
First National Entertainment Corp,first national entertainment
F.N.B. Corp,fnb
First Chicago Corp,first chicago
Franklin Bancorporation Inc,franklin bancorporation
First NBC Bank Holding Co,first nbc bank
FNB Financial Services Corp,fnb financial services
Florida National Banks of Florida,florida national banks of florida
FNB Bancorp,fnb bancorp
FNB Rochester Corp,fnb rochester
FineMark Holdings Inc,finemark
FNCB Bancorp Inc,fncb bancorp
First International Bancorp Inc,first international bancorp
iShares Edge MSCI Multifactor Financials ETF,ishares edge msci multifactor financials
Finch Therapeutics Group Inc,finch therapeutics
Fidelity MSCI Financials Index ETF,fidelity msci financials index
Finet.Com Inc,finetcom
Franks Nursery & Crafts Inc,franks nursery crafts
Funco Inc,funco
North American Financial 15 Split Corp,north american financial split
Function(x) Inc,function
Floor & Decor Holdings Inc,floor decor
Schwab Fundamental U.S. Small Co ETF,schwab fundamental us small
Schwab Fundamental U.S. Broad Market ETF,schwab fundamental us broad market
Schwab Fundamental International Small Equity ETF,schwab fundamental international small equity
Schwab Fundamental Emerging Markets Equity ETF,schwab fundamental emerging markets equity
Schwab Fundamental International Equity ETF,schwab fundamental international equity
Fender Musical Instruments Corp,fender musical instruments
Fundtech Ltd,fundtech
Schwab Fundamental U.S. Large Co ETF,schwab fundamental us large
First National Energy Corp,first national energy
FortuNet Inc,fortunet
Fundsnet Inc,fundsnet
Fidelity National Financial Inc,fidelity national financial
First Nationwide Financial Corp,first nationwide financial
First Niagara Financial Group Inc,first niagara financial
First Niles Financial Inc,first niles financial
Franklin Financial Corp/TN,franklin financial tn
Advisorshares Trust - Advisorshares New Tech and Media ETF,advisorshares trust advisorshares new tech and media
First Northern Capital Corp,first northern capital
Financial Engines Inc,financial engines
FedNat Holding Co,fednat
FNBH Bancorp Inc,fnbh bancorp
First Trust Chindia ETF,first trust chindia
FNF Industries Inc,fnf industries
Financial Industries Corp,financial industries
iShares Industrial/Office Real Estate Capped ETF,ishares industrialoffice real estate capped
Fidelity National Information Solutions Inc,fidelity national information solutions
Finjan Holdings Inc,finjan
First Trust Mid Cap Value AlphaDEX Fund,first trust mid cap value alphadex
First Nickel Inc,first nickel
Funko Inc,funko
First Bancorp Inc/ME (The),first bancorp me
First National Financial Corp,first national financial
Final Test Inc,final test
Finlay Fine Jewelry Corp,finlay fine jewelry
Finlay Enterprises Inc,finlay enterprises
First National AlarmCap Income Fund,first national alarmcap income
First National Mortgage Investment Fund,first national mortgage investment
Federal National Mortgage Association,federal national mortgage association
Financial 15 Split Corp,financial split
Finnigan Corp,finnigan
Fonon Corp,fonon
Fanon Courier USA Inc,fanon courier usa
FNI Inc,fni
FT Vest US Equity Buffer ETF - November,ft vest us equity buffer november
Future Now Inc,future now
Financial Pacific Co,financial pacific
ForceField Energy Inc,forcefield energy
First Northern Community Bancorp,first northern community bancorp
Financial Securities Corp/DE,financial securities de
First National Bancshares Inc/SC,first national bancshares sc
Finisar Corp,finisar
FinTech Acquisition Corp,fintech acquisition
FINTECH ACQUISITION CP II,fintech acquisition cp ii
Funtime Inc,funtime
Franco-Nevada Corp,franconevada
First Class Navigation Corp,first class navigation
First Northwest Bancorp,first northwest bancorp
Finward Bancorp,finward bancorp
First Trust Mid Cap Core AlphaDEX Fund,first trust mid cap core alphadex
Fonix Corp,fonix
FNX Mining Co Inc.,fnx mining
First Trust Mid Cap Growth AlphaDEX Fund,first trust mid cap growth alphadex
Flintkote Co,flintkote
Finance of America Companies Inc,finance of america companies
First of America Bank Corp,first of america bank
Lamonts Apparel Inc,lamonts apparel
First Oak Brook Bancshares Inc,first oak brook bancshares
Fed One Bancorp Inc,fed one bancorp
Exchange Traded Concepts Trust,exchange traded concepts trust
Focal Inc,focal
Focus Financial Partners Inc,focus financial partners
FT Vest US Equity Buffer ETF - October,ft vest us equity buffer october
Ferro Corp.,ferro
Cohen & Steers Closed-End Opportunity Fund Inc,cohen steers closedend opportunity
First Opportunity Fund Inc,first opportunity
Four Oaks Fincorp Inc,four oaks fincorp
Francana Oil & Gas Ltd,francana oil gas
Fogdog Inc,fogdog
Fogo de Chao Inc,fogo de chao
Fredericks of Hollywood,fredericks of hollywood
First Oklahoma Bancorporation,first oklahoma bancorporation
Amicus Therapeutics Inc,amicus therapeutics
Foliage Plus Inc,foliage plus
Foremost Corp of America,foremost of america
AXS FOMO ETF,axs fomo
Fonorola Inc,fonorola
Carolina Telephone & Telegraph,carolina telephone telegraph
United Telephone Co of Minnesota,united telephone of minnesota
Sprint Florida Inc,sprint florida
United Telephone Co/OH,united telephone oh
United Telephone Co-Pa,united telephone pa
United Telephone Co/IN,united telephone in
United Inter-Mountain Telephone Co,united intermountain telephone
United Telephone-Carolinas,united telephonecarolinas
Fonic Inc,fonic
Fonar Corp,fonar
Vaughan Foods Inc,vaughan foods
First National Supermarkets,first national supermarkets
Foothill Independent Bancorp,foothill independent bancorp
Frontier Asset Opportunistic Credit ETF,frontier asset opportunistic credit
Sprint Corp-Consolidated,sprint consolidated
Forestar Group Inc,forestar
Franc-Or Resources Corp,francor resources
Forian Inc,forian
Fortune Bancorp,fortune bancorp
Forticell Bioscience Inc,forticell bioscience
Forcenergy Inc,forcenergy
Forward Industries Inc,forward industries
Forward Industries Inc-Old,forward industries old
Fore Systems Inc,fore systems
ForgeRock Inc,forgerock
Formidable ETF,formidable
Fuling Global Inc,fuling global
Foreland Corp,foreland
FormFactor Inc,formfactor
Forum Restaurants Inc,forum restaurants
Forrester Research Inc,forrester research
Forsoft Ltd,forsoft
Fort Howard Corp,fort howard
Fortune 44 Co,fortune
Formula Systems (1985) Ltd,formula systems
Fortune Financial Inc,fortune financial
PIMCO Foreign Currency Strategy Active Exchange-Traded Fund,pimco foreign currency strategy active exchangetraded
Focus Morningstar Small cap Index ETF,focus morningstar small cap index
Frontier Oilfield Services Inc -Old,frontier oilfield services old
Fossil Group Inc,fossil
Forsys Metals Corp,forsys metals
Fotomat Corp,fotomat
First Ottawa Bancshares Inc,first ottawa bancshares
FOTV Media Networks Inc,fotv media networks
Shift4 Payments Inc,shift payments
Four Media Co,four media
Forum Group Inc,forum
4Licensing Corp,licensing
iShares Trust - iShares Focused Value Factor ETF,ishares trust ishares focused value factor
Pacer Solactive Whitney Future of Warfare ETF,pacer solactive whitney future of warfare
Foxboro Co,foxboro
Fox Entertainment Group Inc.,fox entertainment
Le Groupe Forex Inc,le groupe forex
Fox Corp,fox
Fox Factory Holding Corp,fox factory
FoxHollow Technologies Inc,foxhollow technologies
Foxmoor Industries Ltd,foxmoor industries
FOXO Technologies Inc,foxo technologies
Fox Technology Inc,fox technology
Fox & Hound Restaurant Group,fox hound restaurant
Fischer & Porter Co,fischer porter
First Trust Asia Pacific Ex-Japan AlphaDEX Fund,first trust asia pacific exjapan alphadex
First Pennsylvania Corp,first pennsylvania
Far Peak Acquisition Corp,far peak acquisition
Far Point Acquisition Corp,far point acquisition
FPA Global Equity ETF,fpa global equity
FPA Medical Management Inc,fpa medical management
FPA Short Duration Government ETF,fpa short duration government
FlexShopper Inc,flexshopper
FPB Bancorp Inc,fpb bancorp
First Patriot Bankshares Corp,first patriot bankshares
1st Pacific Bancorp,st pacific bancorp
FP Bancorp Inc,fp bancorp
Federal Pacific Electric Co,federal pacific electric
First Physicians Capital Group Inc,first physicians capital
Florida Partners Corp,florida partners
First Trust Preferred Securities and Income ETF,first trust preferred securities and income
First Trust Institutional Preferred Securities and Income ETF,first trust institutional preferred securities and income
First Trust Intermediate Duration Preferred & Income Fund,first trust intermediate duration preferred income
First Philippine Fund Inc. (The),first philippine
First Place Financial Corp/DE,first place financial de
Fidelity Preferred Securities & Income ETF,fidelity preferred securities income
FirstPlus Financial Group Inc,firstplus financial
First Provident Group Inc,first provident
Five Point Holdings LLC,five point llc
Fisher & Paykel Healthcare Corp Ltd,fisher paykel healthcare
Farmland Partners Inc,farmland partners
Fox Photo Inc,fox photo
First Trust Tax-Advantaged Preferred Income Fund,first trust taxadvantaged preferred income
First Premium Income Trust,first premium income trust
FPIC Insurance Group Inc,fpic insurance
